month,day,player,year_born,years_played,games_played,field_goals,field_goal_attempts,3point_field_goals,3point_field_goal_attempts,free_throws,free_throw_attempts,offensive_rebounds,steals,blocks,turnovers,personal_fouls,win_shares,field_goal_percent,3point_field_goal_percent,free_throw_percent,minutes_played_per_game,points_per_game,total_rebounds_per_game,assists_per_game,points,minutes_played,total_rebounds,assists,age,city,region,position,college,team_recent,dunkattempts,championship,sex,status,height_default,height_cm,weight_kg,weight_lb
May,19,Kevin Garnett,1976,21,1462,10505,21142,174,632,4887,6190,3209,1859,2037,3179,3561,191.4,0.497,0.275,0.789,34.5,17.8,10,3.7,26071,50418,14662,5445,48, Greenville, South Carolina,Power Forward,,Minnesota Timberwolves,1344,yes,male,Alive,6-11,211,108,240
May,19,Kevin Garnett,1976,21,1462,10505,21142,174,632,4887,6190,3209,1859,2037,3179,3561,191.4,0.497,0.275,0.789,34.5,17.8,10,3.7,26071,50418,14662,5445,48, Greenville, South Carolina,Center,,Minnesota Timberwolves,1344,yes,male,Alive,6-11,211,108,240
May,19,Kevin Garnett,1976,21,1462,10505,21142,174,632,4887,6190,3209,1859,2037,3179,3561,191.4,0.497,0.275,0.789,34.5,17.8,10,3.7,26071,50418,14662,5445,48, Greenville, South Carolina,Small Forward,,Minnesota Timberwolves,1344,yes,male,Alive,6-11,211,108,240
May,19,Hamed Haddadi,1985,5,151,130,281,0,5,79,125,137,11,92,92,209,1.6,0.463,0,0.632,7,2.2,2.5,0.3,339,1056,372,43,39, Ahvaz, Iran,Center,,Memphis Grizzlies,27,no,male,Alive,7-2,218,115,254
May,19,Bill Laimbeer,1957,14,1068,5574,11198,202,619,2440,2916,2819,710,965,1594,3633,105.6,0.498,0.326,0.837,31.8,12.9,9.7,2,13790,33956,10400,2184,67, Boston, Massachusetts,Center,Notre Dame,Detroit Pistons,,yes,male,Alive,6-11,211,111,245
May,19,Raul Neto,1992,8,435,935,2041,258,714,342,421,96,279,34,398,569,11.6,0.458,0.361,0.812,15.6,5.7,1.5,2.1,2470,6765,658,913,32, Belo Horizonte, Brazil,Point Guard,,Utah Jazz,1,no,male,Alive,6-1,185,81,180
May,19,Dolph Schayes,1928,15,996,5863,15427,,,6712,7904,,,,,3432,142.4,0.38,,0.849,34.4,18.5,12.1,3.1,18438,29800,11256,3072,87, New York, New York,Power Forward,NYU,Syracuse Nationals,,yes,male,Dead,6-8,203,99,220
May,19,Dolph Schayes,1928,15,996,5863,15427,,,6712,7904,,,,,3432,142.4,0.38,,0.849,34.4,18.5,12.1,3.1,18438,29800,11256,3072,87, New York, New York,Center,NYU,Syracuse Nationals,,yes,male,Dead,6-8,203,99,220
May,19,Brian Skinner,1976,14,608,1194,2419,2,6,486,858,919,256,532,519,1270,15.8,0.494,0.333,0.566,17.9,4.7,4.7,0.5,2876,10910,2841,288,48, Temple, Texas,Power Forward,Baylor,Milwaukee Bucks,230,no,male,Alive,6-9,206,115,255
May,19,Brian Skinner,1976,14,608,1194,2419,2,6,486,858,919,256,532,519,1270,15.8,0.494,0.333,0.566,17.9,4.7,4.7,0.5,2876,10910,2841,288,48, Temple, Texas,Center,Baylor,Milwaukee Bucks,230,no,male,Alive,6-9,206,115,255
May,19,Michael Smith,1965,3,141,294,620,9,60,101,121,74,21,5,109,119,1.4,0.474,0.15,0.835,9.4,5,1.5,1,698,1328,212,142,59, Rochester, New York,Power Forward,BYU,Boston Celtics,,no,male,Alive,6-10,208,102,225
May,19,Jarrod Uthoff,1993,2,16,23,56,6,18,7,9,10,3,4,3,10,0.2,0.411,0.333,0.778,10.5,3.7,1.8,0.6,59,168,28,9,31, Cedar Rapids, Iowa,Power Forward,Iowa,Washington Wizards,3,no,male,Alive,6-9,206,100,221
May,19,Janell Burse,1979,8,233,581,1223,1,6,417,606,385,115,216,347,632,11.9,0.475,0.167,0.688,18.5,6.8,4.1,0.5,1580,4315,944,127,45, New Orleans, Louisiana,Center,Tulane,Seattle Storm,0,no,female,Alive,6-5,196,90,199
May,19,Kristi Cirone,1987,1,4,2,5,1,3,2,3,0,2,0,0,3,0.2,0.4,0.333,0.667,5.8,1.8,1.3,1,7,23,5,4,37, Chicago, Illinois,Guard,Illinois State,Connecticut Sun,0,no,female,Alive,5-8,173,61,136
May,19,Claire Coggins,1985,1,20,19,77,10,50,1,4,3,5,1,19,28,-0.9,0.247,0.2,0.25,9.8,2.5,0.8,0.4,49,196,16,8,39, Lee Summit, Missouri,Guard,Kansas State,Chicago Sky,0,no,female,Alive,5-11,180,77,170
May,19,Kerri Gardin,1984,4,120,129,388,32,114,99,171,125,87,47,118,168,1.7,0.332,0.281,0.579,14.4,3.2,3,1,389,1733,358,123,40, Burke County, North Carolina,Forward,Virginia Tech,Washington Mystics,0,no,female,Alive,6-1,185,76,168
May,19,Erin Phillips,1985,9,229,484,1202,211,554,275,326,138,182,16,263,325,13.1,0.403,0.381,0.844,20,6.3,2.2,2,1454,4587,507,462,39, Carlton, Australia,Guard,,Dallas Wings,0,yes,female,Alive,5-8,173,74,165
May,19,Erin Thorn,1981,11,283,468,1186,246,665,166,188,74,107,12,270,197,7,0.395,0.37,0.883,15.1,4.8,1.3,1.5,1348,4274,380,416,43, Orem, Utah,Guard,BYU,Indiana Fever,0,no,female,Alive,5-9,175,65,145
May,20,Ruben Boumtje-Boumtje,1978,3,44,14,38,0,0,15,27,22,4,17,14,40,0.2,0.368,,0.556,6.3,1,1.3,0.1,43,276,57,6,46, Edea, Cameroon,Center,Georgetown,Portland Trail Blazers,,no,male,Alive,7-0,213,116,257
May,20,Terrell Brandon,1970,11,724,3908,8720,394,1110,1784,2043,425,1142,226,1419,1325,65.9,0.448,0.355,0.873,29.8,13.8,3,6.1,9994,21545,2174,4407,54, Portland, Oregon,Point Guard,Oregon,Minnesota Timberwolves,18,no,male,Alive,5-11,180,81,180
May,20,Patrick Ewing,1984,1,7,0,5,0,2,3,4,1,0,1,1,1,-0.1,0,0,0.75,2.7,0.4,0.3,0.3,3,19,2,2,40, Boston, Massachusetts,Small Forward,,New Orleans Hornets,,no,male,Alive,6-8,203,106,235
May,20,Enes Freedom,1992,11,748,3426,6254,46,159,1451,1868,2223,296,363,1076,1606,52.8,0.548,0.289,0.777,21.5,11.2,7.8,0.9,8349,16101,5822,638,32,(Formerly known as Enes Kanter, changed to Enes Freedom  2021),Center,Kentucky - attended but did not play,Utah Jazz,264,no,male,Alive,6-10,208,113,250
May,20,Bud Grant,1927,2,96,95,299,,,59,100,,,,,142,1.1,0.318,,0.59,,2.6,1.9,0.9,2.6,,1.9,0.9,95, Superior, Wisconsin,Forward,Minnesota,Minneapolis Lakers,,yes,male,Dead,6-3,190,88,195
May,20,Larry Hennessy,1929,2,74,141,422,,,49,64,,,,,65,-0.9,0.334,,0.766,11,4.5,1.3,1,331,817,94,73,79, New Rochelle, New York,Shooting Guard,Villanova,Philadelphia Warriors,,yes,male,Dead,6-3,190,83,185
May,20,Damien Inglis,1995,1,20,13,37,3,13,7,8,2,6,3,11,11,-0.1,0.351,0.231,0.875,7.8,1.8,1.6,0.5,36,156,31,10,29, Cayenne, French Guiana,Small Forward,,Milwaukee Bucks,2,no,male,Alive,6-8,203,111,246
May,20,Dick Mehen,1922,3,193,832,2182,,,405,571,,,,,561,8.1,0.381,,0.709,35.3,10.7,3.9,2.5,2069,2294,505,480,64, Wheeling, West Virginia,Power Forward,Tennessee,Milwaukee Hawks,,no,male,Dead,6-5,196,88,195
May,20,Jackie Robinson,1955,3,22,31,67,0,1,21,30,15,8,4,14,18,0.3,0.463,,0.7,8.4,3.8,1.2,0.6,83,185,27,13,69, Los Angeles, California,Small Forward,UNLV,Chicago Bulls,,yes,male,Alive,6-6,198,95,210
May,20,Jeremy Sochan,2003,3,153,712,1556,115,401,243,330,294,125,77,278,358,3.2,0.458,0.287,0.736,28.1,11.6,6.3,2.9,1903,4620,1037,485,21, Guymon, Oklahoma,Power Forward,Baylor,San Antonio Spurs,178,no,male,Alive,6-8,203,104,230
May,20,Trey Thompkins,1990,1,24,24,61,4,13,5,7,4,3,3,6,10,0,0.393,0.308,0.714,5,2.4,1,0.1,57,119,24,3,34, Long Island, New York,Center,Georgia,Los Angeles Clippers,3,no,male,Alive,6-10,208,111,245
May,20,Ekpe Udoh,1987,7,384,519,1145,0,4,315,439,456,177,429,222,714,10.4,0.453,0,0.718,14.8,3.5,2.9,0.7,1353,5694,1100,260,37, Edmond, Oklahoma,Center,,Utah Jazz,93,no,male,Alive,6-10,208,111,245
May,20,Ekpe Udoh,1987,7,384,519,1145,0,4,315,439,456,177,429,222,714,10.4,0.453,0,0.718,14.8,3.5,2.9,0.7,1353,5694,1100,260,37, Edmond, Oklahoma,Power Forward,,Utah Jazz,93,no,male,Alive,6-10,208,111,245
May,20,Bill Willoughby,1957,8,488,1224,2606,10,37,472,629,685,209,292,390,964,13.3,0.47,,0.75,17.7,6,3.9,0.8,2930,8647,1891,413,67, Englewood, New Jersey,Small Forward,,New Jersey Nets,,no,male,Alive,6-8,203,92,205
May,20,Howard Wood,1959,1,42,55,120,0,1,34,52,22,8,6,15,37,0.3,0.458,0,0.654,8.1,3.4,1.5,0.2,144,342,65,9,65, Southhampton, New York,Small Forward,Tennessee,Utah Jazz,,no,male,Alive,6-7,201,106,235
May,20,Julian Wright,1987,4,231,397,795,16,61,97,166,184,132,69,164,182,3.9,0.499,0.262,0.584,13.2,3.9,2.3,0.8,907,3049,531,182,37, Chicago, Illinois,Small Forward,Kansas,New Orleans Hornets,114,no,male,Alive,6-8,203,102,225
May,20,Lindsay Taylor,1981,1,5,1,5,1,3,0,0,0,1,1,1,7,0,0.2,0.333,,5.2,0.6,0.6,0.4,3,26,3,2,43, Poway, California,Center,UC Santa Barbara,Phoenix Mercury,0,no,female,Alive,6-8,203,90,200
May,21,James Bailey,1957,9,595,2045,4228,1,13,1155,1644,1010,305,521,1057,1978,16.3,0.484,0.077,0.703,19.5,8.8,5,0.8,5246,11625,2988,488,67, Dublin, Georgia,Power Forward,Rutgers University,Seattle SuperSonics,,no,male,Alive,6-9,206,99,220
May,21,Dennis Boyd,1954,1,5,3,12,,,0,0,0,0,0,6,5,-0.2,0.25,,,8,1.2,0.4,1.4,6,40,2,7,70, Portsmouth, Virginia,Point Guard,Detroit Mercy,Detroit Pistons,,no,male,Alive,6-1,185,79,175
May,21,Zarko Cabarkapa,1981,3,150,234,548,24,88,148,202,98,33,25,119,221,1.1,0.427,0.273,0.733,10.3,4.3,2.1,0.6,640,1550,312,85,43, Zrenjanin, Serbia,Power Forward,,Golden State Warriors,38,no,male,Alive,6-11,211,106,235
May,21,Isaiah Canaan,1991,6,235,616,1661,366,1042,315,377,63,145,23,259,364,4.3,0.371,0.351,0.836,20.4,8.1,1.9,1.9,1913,4799,438,454,33, Biloxi, Mississippi,Point Guard,Murray State,Philadelphia 76ers,2,no,male,Alive,6-0,183,91,201
May,21,Isaiah Canaan,1991,6,235,616,1661,366,1042,315,377,63,145,23,259,364,4.3,0.371,0.351,0.836,20.4,8.1,1.9,1.9,1913,4799,438,454,33, Biloxi, Mississippi,Shooting Guard,Murray State,Philadelphia 76ers,2,no,male,Alive,6-0,183,91,201
May,21,Devin Cannady,1996,2,13,26,72,21,53,11,14,1,10,4,7,18,0.2,0.361,0.396,0.786,16.8,6.5,0.8,0.8,84,219,11,11,28, Mishawaka, Indiana,Point Guard,Princeton,Orlando Magic,0,no,male,Alive,6-2,188,83,183
May,21,Ousmane Dieng,2003,3,96,154,378,60,216,39,54,40,35,17,51,85,1.4,0.407,0.278,0.722,12.3,4.2,2.2,1,438,1267,226,111,21, Villeneuve-sur-Lot, France,Power Forward,,Oklahoma City Thunder,42,no,male,Alive,6-10,208,100,222
May,21,Ousmane Dieng,2003,3,96,154,378,60,216,39,54,40,35,17,51,85,1.4,0.407,0.278,0.722,12.3,4.2,2.2,1,438,1267,226,111,21, Villeneuve-sur-Lot, France,Center,,Oklahoma City Thunder,42,no,male,Alive,6-10,208,100,222
May,21,Leo Klier,1923,2,113,282,1008,,,238,327,,,,,301,2.6,0.28,,0.728,,7.1,,1.6,7.1,,,1.6,82, Washington, Indiana,Forward,Notre Dame,Fort Wayne Pistons,,no,male,Dead,6-2,188,77,170
May,21,Leo Klier,1923,2,113,282,1008,,,238,327,,,,,301,2.6,0.28,,0.728,,7.1,,1.6,7.1,,,1.6,82, Washington, Indiana,Guard,Notre Dame,Fort Wayne Pistons,,no,male,Dead,6-2,188,77,170
May,21,Mark Landsberger,1955,7,437,1024,2128,0,3,420,805,1041,124,70,473,692,12.2,0.481,,0.522,16.7,5.6,6.1,0.5,2468,7306,2681,236,69, Minot, North Dakota,Power Forward,,Los Angeles Lakers,,yes,male,Alive,6-8,203,97,215
May,21,Mark Landsberger,1955,7,437,1024,2128,0,3,420,805,1041,124,70,473,692,12.2,0.481,,0.522,16.7,5.6,6.1,0.5,2468,7306,2681,236,69, Minot, North Dakota,Center,,Los Angeles Lakers,,yes,male,Alive,6-8,203,97,215
May,21,Jamaal Magloire,1978,12,680,1763,3675,0,7,1391,2176,1418,224,603,998,1792,27.7,0.48,0,0.639,21.5,7.2,6.5,0.6,4917,14621,4408,386,46, Toronto, Ontario,Center,Kentucky,Miami Heat,534,no,male,Alive,6-11,211,117,259
May,21,Jim Neal,1930,2,80,129,428,,,92,153,,,,,161,0.1,0.301,,0.601,13.7,4.4,3.8,0.4,350,1093,304,33,81, Silverstreet, South Carolina,Center,Wofford College,Baltimore Bullets,,no,male,Dead,6-11,211,106,235
May,21,Alex Reese,1999,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,,,2,2,1,0,2,2,1,0,25, Pelham, Alabama,Power Forward,Alabama,Oklahoma City Thunder,,no,male,Alive,6-9,206,111,245
May,21,Predrag Savovic,1976,1,27,29,93,4,26,21,29,9,14,1,21,33,-0.2,0.312,0.154,0.724,9.5,3.1,0.9,0.8,83,256,25,22,48, Pula, Croatia,Shooting Guard,,Denver Nuggets,0,no,male,Alive,6-6,198,102,225
May,21,Foots Walker,1951,10,658,1538,3537,10,44,1113,1460,459,992,83,792,1414,31,0.435,,0.762,22.9,6.4,2.6,4.7,4199,15036,1686,3111,73, Southampton, New York,Point Guard,,Cleveland Cavaliers,,no,male,Alive,6-0,183,83,184
May,21,Ron Watts,1943,2,28,12,46,,,16,23,,,,,17,-0.1,0.261,,0.696,3.3,1.4,1.4,0.1,40,92,39,2,79,,,Forward,Wake Forest,Boston Celtics,,no,male,Dead,6-6,198,95,210
May,21,Vicki Baugh,1989,3,78,121,235,0,1,67,92,101,33,22,73,148,2.3,0.515,0,0.728,12.1,4,3.5,0.4,309,947,276,28,35, Sacramento, California,Forward-Center,Tennessee,San Antonio Stars,0,no,female,Alive,6-4,193,86,190
May,21,Jordan Horston,2001,2,75,212,500,23,93,68,95,94,94,47,137,152,1.4,0.424,0.247,0.716,22.4,6.9,4.7,1.7,515,1677,350,127,23, Dallas, Texas,Forward,Tennessee,Seattle Storm,0,no,female,Alive,6-2,188,74,165
May,21,Shanele Stires,1972,3,48,35,86,12,37,10,15,20,14,5,35,52,0.1,0.407,0.324,0.667,7.1,1.9,1,0.5,92,340,47,22,52, Junction City, Kansas,Forward,Kansas State,Minnesota Lynx,0,no,female,Alive,5-11,180,94,208
May,22,Randy Brown,1968,12,655,1275,3055,24,120,574,831,326,722,156,725,1263,11,0.417,0.2,0.691,17.6,4.8,1.8,2.2,3148,11533,1173,1420,56, Chicago, Illinois,Point Guard,,Chicago Bulls,23,no,male,Alive,6-2,188,86,190
May,22,Roger Brown,1942,8,605,3860,8227,312,971,2466,3116,1019,103,81,1494,1929,65.2,0.469,0.321,0.791,35.5,17.4,6.2,3.8,10498,21454,3758,2315,54, Brooklyn, New York,Small Forward,Dayton,Indiana Pacers,,no,male,Dead,6-5,196,92,205
May,22,Chase Budinger,1988,7,407,1188,2766,413,1172,409,513,238,213,65,310,485,13.9,0.43,0.352,0.797,19.7,7.9,3,1.2,3198,7998,1240,473,36, Encinitas, California,Small Forward,Arizona,Minnesota Timberwolves,122,yes,male,Alive,6-7,201,94,209
May,22,Roger Burkman,1958,1,6,0,4,0,1,5,6,2,6,2,3,6,0.1,0,0,0.833,5,0.8,1,0.8,5,30,6,5,66, Indianapolis, Indiana,Shooting Guard,Louisville,Chicago Bulls,,no,male,Alive,6-5,196,79,175
May,22,Jared Cunningham,1991,4,84,60,173,19,62,58,86,6,21,2,32,72,0.2,0.347,0.306,0.674,7.2,2.3,0.7,0.5,197,605,56,39,33, Oakland, California,Shooting Guard,Oregon State,Milwaukee Bucks,10,no,male,Alive,6-4,193,88,195
May,22,Tyler Davis,1997,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,0,1,1,0,27, San Jose, California,Center,Texas A&M,Oklahoma City Thunder,,no,male,Alive,6-10,208,120,266
May,22,Mickael Gelabale,1983,3,145,263,560,43,136,101,124,107,50,35,92,186,3,0.47,0.316,0.815,16.2,4.6,2.3,0.8,670,2348,330,115,41, Pointe Noire, Guadeloupe,Small Forward,,Seattle SuperSonics,32,no,male,Alive,6-7,201,97,215
May,22,Mickael Gelabale,1983,3,145,263,560,43,136,101,124,107,50,35,92,186,3,0.47,0.316,0.815,16.2,4.6,2.3,0.8,670,2348,330,115,41, Pointe Noire, Guadeloupe,Shooting Guard,,Seattle SuperSonics,32,no,male,Alive,6-7,201,97,215
May,22,Chad Kinch,1958,1,41,52,141,0,0,14,18,7,11,6,30,33,-0.5,0.369,,0.778,8.6,2.9,0.8,1.1,118,353,33,45,35, Perth Amboy, New Jersey,Shooting Guard,UNC Charlotte,Dallas Mavericks,,no,male,Dead,6-4,193,86,190
May,22,Malcolm Lee,1990,3,36,52,136,10,34,26,37,24,20,10,27,52,0.4,0.382,0.294,0.703,14.8,3.9,1.8,1.4,140,534,65,51,34, Riverside, California,Shooting Guard,UCLA,Philadelphia 76ers,5,no,male,Alive,6-5,196,90,200
May,22,Chuck Lloyd,1947,1,14,23,51,0,0,20,30,14,,,2,25,0.2,0.451,,0.667,8.4,4.7,1.8,0.4,66,118,25,6,77,,,Center,Yankton College,Carolina Cougars,,no,male,Alive,6-8,203,99,220
May,22,Chuck Lloyd,1947,1,14,23,51,0,0,20,30,14,,,2,25,0.2,0.451,,0.667,8.4,4.7,1.8,0.4,66,118,25,6,77,,,Forward,Yankton College,Carolina Cougars,,no,male,Alive,6-8,203,99,220
May,22,Rob Lock,1966,1,20,9,32,0,0,12,15,14,3,4,13,15,-0.2,0.281,,0.8,5.5,1.5,1.6,0.2,30,110,32,4,58, Reedley, California,Power Forward,Kentucky,Los Angeles Clippers,,no,male,Alive,6-9,206,102,225
May,22,Lauri Markkanen,1997,8,435,2731,5982,1102,2946,1384,1595,615,307,215,604,818,33.5,0.457,0.374,0.868,31,18.3,7.2,1.5,8138,13861,3187,654,27, Vantaa, Finland,Power Forward,Arizona,Utah Jazz,471,no,male,Alive,7-0,213,108,240
May,22,Lauri Markkanen,1997,8,435,2731,5982,1102,2946,1384,1595,615,307,215,604,818,33.5,0.457,0.374,0.868,31,18.3,7.2,1.5,8138,13861,3187,654,27, Vantaa, Finland,Small Forward,Arizona,Utah Jazz,471,no,male,Alive,7-0,213,108,240
May,22,Donald Royal,1966,8,504,964,2036,0,14,1233,1602,554,247,99,543,868,19.1,0.473,0,0.77,16.8,6.3,2.8,1,3161,8442,1431,500,58, New Orleans, Louisiana,Small Forward,Notre Dame,Orlando Magic,9,no,male,Alive,6-8,203,95,210
May,22,Willie Scott,1947,1,8,6,15,0,0,1,6,2,,,8,16,-0.1,0.4,,0.167,6.4,1.6,0.5,0.3,13,51,4,2,77, Gadsden, Alabama,Forward,Alabama State University,Dallas Chaparrals,,no,male,Alive,6-5,196,95,210
May,22,Larry Siegfried,1939,9,550,2149,5248,,,1662,1945,,,,,1307,33.1,0.409,,0.854,24.8,10.8,2.8,3.5,5960,13632,1567,1950,71, Shelby, Ohio,Point Guard,Ohio State,Boston Celtics,,yes,male,Dead,6-3,190,86,190
May,22,Larry Siegfried,1939,9,550,2149,5248,,,1662,1945,,,,,1307,33.1,0.409,,0.854,24.8,10.8,2.8,3.5,5960,13632,1567,1950,71, Shelby, Ohio,Shooting Guard,Ohio State,Boston Celtics,,yes,male,Dead,6-3,190,86,190
May,22,Joe Smyth,1929,1,40,48,138,,,35,65,,,,,53,0.1,0.348,,0.538,12.4,3.3,2.5,1.2,131,495,98,49,70, New York, New York,Small Forward,Niagara University,Baltimore Bullets,,no,male,Dead,6-3,190,97,215
May,22,Isaiah Stewart,2001,5,275,948,1900,178,522,345,467,659,116,289,321,728,13.5,0.499,0.341,0.739,25.2,8.8,7.4,1.3,2508,7185,2085,374,23, Rochester, New York,Center,Washington,Detroit Pistons,137,no,male,Alive,6-8,203,113,250
May,22,Isaiah Stewart,2001,5,275,948,1900,178,522,345,467,659,116,289,321,728,13.5,0.499,0.341,0.739,25.2,8.8,7.4,1.3,2508,7185,2085,374,23, Rochester, New York,Power Forward,Washington,Detroit Pistons,137,no,male,Alive,6-8,203,113,250
May,22,Gundars Vetra,1967,1,13,19,40,3,3,4,6,4,2,0,2,12,0.1,0.475,1,0.667,6.8,3.5,0.6,0.5,45,89,8,6,57, Ventspils, Latvia,Small Forward,,Minnesota Timberwolves,,no,male,Alive,6-6,198,88,195
May,22,Johnathan Williams,1995,2,39,84,144,0,4,34,61,72,9,15,21,78,1.5,0.583,0,0.557,14.2,5.2,4.2,0.5,202,552,163,21,29, Memphis, Tennessee,Power Forward,,Washington Wizards,34,no,male,Alive,6-9,206,103,228
May,22,Johnathan Williams,1995,2,39,84,144,0,4,34,61,72,9,15,21,78,1.5,0.583,0,0.557,14.2,5.2,4.2,0.5,202,552,163,21,29, Memphis, Tennessee,Center,,Washington Wizards,34,no,male,Alive,6-9,206,103,228
May,22,Tiffany Bias,1992,4,54,32,98,12,48,22,31,1,12,0,37,34,-0.7,0.327,0.25,0.71,6.1,1.8,0.3,0.6,98,332,16,34,32, Wichita, Kansas,Guard,Oklahoma State,New York Liberty,0,no,female,Alive,5-7,170,61,135
May,22,Bridget Carleton,1997,6,175,330,785,199,501,94,127,114,108,26,134,274,8.7,0.42,0.397,0.74,20.4,5.4,2.7,1.5,953,3569,470,263,27, Chatham-Kent, Canada,Forward,Iowa State,Minnesota Lynx,0,no,female,Alive,6-1,185,80,177
May,22,Maddy Siegrist,2000,2,66,163,322,15,52,60,72,79,18,17,24,61,2.5,0.506,0.288,0.833,14.6,6.1,2.3,0.5,401,963,151,35,24, Poughkeepsie, New York,Forward,Villanova,Dallas Wings,0,no,female,Alive,6-2,188,79,175
May,23,Rasual Butler,1979,13,809,2293,5686,911,2520,595,796,297,288,408,528,1132,20.8,0.403,0.362,0.747,21.3,7.5,2.4,0.8,6092,17219,1934,658,38, Philadelphia, Pennsylvania,Small Forward,La Salle,Miami Heat,145,no,male,Dead,6-7,201,97,215
May,23,Rasual Butler,1979,13,809,2293,5686,911,2520,595,796,297,288,408,528,1132,20.8,0.403,0.362,0.747,21.3,7.5,2.4,0.8,6092,17219,1934,658,38, Philadelphia, Pennsylvania,Shooting Guard,La Salle,Miami Heat,145,no,male,Dead,6-7,201,97,215
May,23,Jack Coleman,1924,9,633,2813,6763,,,1095,1575,,,,,1927,47.7,0.416,,0.695,33.1,10.6,9.2,2.8,6721,16479,5186,1749,73, Burgin, Kentucky,Power Forward,Louisville,Rochester Royals,,no,male,Dead,6-7,201,88,195
May,23,Courtney Fortson,1988,1,10,11,32,3,13,10,15,6,3,0,10,5,0,0.344,0.231,0.667,9.5,3.5,1.5,1,35,95,15,10,36, San Antonio, Texas,Point Guard,Arkansas,Houston Rockets,0,no,male,Alive,5-11,180,83,185
May,23,Kenny Gattison,1964,9,494,1536,2956,1,12,850,1309,744,290,327,602,1419,16.9,0.52,0.083,0.649,20.1,7.9,4.7,0.9,3923,9927,2327,444,60, Wilmington, North Carolina,Power Forward,Old Dominion,Charlotte Hornets,,no,male,Alive,6-8,203,102,225
May,23,Jaxson Hayes,2000,6,332,849,1336,30,113,494,697,441,146,211,230,650,17.5,0.635,0.265,0.709,15.9,6.7,3.8,0.7,2320,5563,1326,238,24, Norman, Oklahoma,Center,Texas,Los Angeles Lakers,457,no,male,Alive,7-0,213,99,220
May,23,Thomas Jordan,1968,1,4,18,41,0,0,8,17,5,3,5,12,14,-0.2,0.439,,0.471,26.5,11,4.8,0.8,44,106,19,3,56, Baltimore, Maryland,Power Forward,Oklahoma State,Philadelphia 76ers,,no,male,Alive,6-10,208,99,220
May,23,Sandro Mamukelashvili,1999,4,156,268,575,90,261,98,135,167,35,40,80,132,3.8,0.466,0.345,0.726,11.2,4.6,3.1,0.9,782,1845,503,152,25, New York, New York,Center,Seton Hall,San Antonio Spurs,34,no,male,Alive,6-11,211,108,240
May,23,Sandro Mamukelashvili,1999,4,156,268,575,90,261,98,135,167,35,40,80,132,3.8,0.466,0.345,0.726,11.2,4.6,3.1,0.9,782,1845,503,152,25, New York, New York,Power Forward,Seton Hall,San Antonio Spurs,34,no,male,Alive,6-11,211,108,240
May,23,Ken McBride,1929,1,12,48,147,,,21,29,,,,,31,-0.4,0.327,,0.724,20.8,9.8,2.6,1.2,117,249,31,14,75, Centralia, Illinois,Shooting Guard,University of Maryland Eastern Shore,Milwaukee Hawks,,no,male,Dead,6-3,190,86,190
May,23,Garland O'Shields,1921,1,9,2,11,,,0,2,,,,,8,-0.1,0.182,,0,,0.4,,0.1,0.4,,,0.1,79, Danville, Virginia,Guard,Tennessee,Chicago Stags,,no,male,Dead,6-1,185,88,195
May,23,Garland O'Shields,1921,1,9,2,11,,,0,2,,,,,8,-0.1,0.182,,0,,0.4,,0.1,0.4,,,0.1,79, Danville, Virginia,Forward,Tennessee,Chicago Stags,,no,male,Dead,6-1,185,88,195
May,23,Jeff Taylor,1989,3,132,299,731,82,257,127,191,80,72,21,92,234,1.3,0.409,0.319,0.665,19.4,6.1,2,0.8,807,2566,263,107,35, Norrkoping, Sweden,Small Forward,Vanderbilt,Charlotte Bobcats,66,no,male,Alive,6-7,201,102,225
May,23,Rod Thorn,1941,8,466,1939,4479,,,1134,1569,,,,,784,17.2,0.433,,0.723,22.3,10.8,3.1,2.6,5012,10376,1463,1214,83, Princeton, West Virginia,Shooting Guard,West Virginia,Seattle SuperSonics,,no,male,Alive,6-4,193,88,195
May,23,Rod Thorn,1941,8,466,1939,4479,,,1134,1569,,,,,784,17.2,0.433,,0.723,22.3,10.8,3.1,2.6,5012,10376,1463,1214,83, Princeton, West Virginia,Point Guard,West Virginia,Seattle SuperSonics,,no,male,Alive,6-4,193,88,195
May,23,Isabelle Fijalkowski,1972,2,56,271,513,5,14,168,209,121,34,44,154,244,7.6,0.528,0.357,0.804,28.7,12.8,6.2,2.3,715,1609,349,126,52, Clermont-Ferrand, France,Forward-Center,Colorado,Cleveland Rockers,0,no,female,Alive,6-5,196,90,200
May,23,Haley Jones,2001,2,80,114,312,12,56,64,88,24,30,23,122,149,-1,0.365,0.214,0.727,16.2,3.8,2.3,2.2,304,1296,182,176,23, Santa Cruz, California,Forward-Guard,Stanford,Atlanta Dream,0,no,female,Alive,6-1,185,84,187
May,23,Carolyn Moos,1978,1,2,0,1,0,0,0,0,0,0,1,0,2,0,0,,,3,0,0,0,0,6,0,0,46, Minneapolis, Minnesota,Forward-Center,Stanford,Miami Sol,0,no,female,Alive,6-6,198,,
May,24,Howie Dallmar,1922,3,146,519,1833,,,370,530,,,,,386,15.1,0.283,,0.698,,9.6,,2.3,9.6,,,2.3,69, San Francisco, California,Forward,Stanford,Philadelphia Warriors,,no,male,Dead,6-4,193,90,200
