month,day,player,year_born,years_played,games_played,field_goals,field_goal_attempts,3point_field_goals,3point_field_goal_attempts,free_throws,free_throw_attempts,offensive_rebounds,steals,blocks,turnovers,personal_fouls,win_shares,field_goal_percent,3point_field_goal_percent,free_throw_percent,minutes_played_per_game,points_per_game,total_rebounds_per_game,assists_per_game,points,minutes_played,total_rebounds,assists,age,city,region,position,college,team_recent,dunkattempts,championship,sex,status,height_default,height_cm,weight_kg,weight_lb
May,14,Mark Minor,1950,1,4,1,4,,,3,4,,,,,5,0,0.25,,0.75,5,1.3,1,0.5,5,20,4,2,74,,,Small Forward,Ohio State,Boston Celtics,,no,male,Alive,6-6,198,97,215
May,14,Yves Missi,2004,1,41,147,262,0,1,78,118,149,24,59,49,93,2.5,0.561,0,0.661,27.1,9.1,8.2,1.4,465,1483,453,73,20, Brussels, Belgium,Center,Baylor,New Orleans Pelicans,77,no,male,Alive,6-11,211,106,235
May,14,Pooh Richardson,1966,10,639,3046,6867,358,1087,633,971,435,817,111,1165,1129,26.7,0.444,0.329,0.652,30.4,11.1,2.8,6.5,7083,19399,1807,4180,58, Philadelphia, Pennsylvania,Point Guard,UCLA,Los Angeles Clippers,0,no,male,Alive,6-1,185,81,180
May,14,Uros Slokar,1983,1,20,14,26,1,2,9,13,7,1,2,9,11,0.1,0.538,0.5,0.692,3.6,1.9,0.7,0.1,38,72,14,1,41, Ljubljana, Slovenia,Center,,Toronto Raptors,1,no,male,Alive,6-10,208,107,238
May,14,Jayne Appel-Marinelli,1988,7,219,357,717,4,19,168,263,343,137,194,266,543,10.2,0.498,0.211,0.639,20.3,4,6.1,1.5,886,4453,1326,320,36, Berkeley, California,Center,Stanford,San Antonio Silver Stars,0,no,female,Alive,6-4,193,95,210
May,14,Alana Beard,1982,14,420,1804,4150,288,857,844,1102,259,709,220,854,1153,33.1,0.435,0.336,0.766,29.4,11.3,3.4,2.5,4740,12330,1420,1061,42, Shreveport, Louisiana,Guard-Forward,Duke,Los Angeles Sparks,0,no,female,Alive,5-11,180,72,160
May,14,Edwige Lawson-Wade,1979,5,141,186,485,116,321,70,82,38,93,5,130,180,3.6,0.384,0.361,0.854,13.6,4,1.4,1.6,558,1924,191,227,45, Rennes, France,Guard,,San Antonio Silver Stars,0,no,female,Alive,5-6,168,58,130
May,14,Pat Luckey,1975,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,,8,0,1,1,0,8,1,1,49, San Marcos, Texas,Forward,Houston,Phoenix Mercury,0,no,female,Alive,6-1,185,,
May,14,Valerie Still,1961,1,23,12,49,0,3,7,19,16,4,4,20,38,-0.9,0.245,0,0.368,12.3,1.3,1.9,0.3,31,282,43,6,63, Camden, New Jersey,Forward,Kentucky,Washington Mystics,0,no,female,Alive,6-1,185,70,155
May,14,Jurgita Streimikyte,1972,3,88,227,502,5,21,94,119,107,82,53,120,223,4.6,0.452,0.238,0.79,20.6,6.3,3.5,1.5,553,1817,311,128,52, Alytus, Lithuania,Forward,,Indiana Fever,0,no,female,Alive,6-2,188,74,165
May,14,Davellyn Whyte,1991,2,31,42,133,18,61,28,37,18,21,7,43,39,-0.3,0.316,0.295,0.757,14.3,4.2,1.8,1.7,130,443,55,53,33, Mesa, Arizona,Guard,Arizona,San Antonio Silver Stars,0,no,female,Alive,5-11,180,72,159
May,15,George Adams,1949,3,215,716,1440,4,17,216,272,313,88,59,292,372,6.6,0.497,0.235,0.794,18.2,7.7,4.1,1.5,1652,3903,873,317,75, Kings Mountain, North Carolina,Small Forward,Gardner-Webb University,San Diego Conquistadors,,yes,male,Alive,6-5,196,95,210
May,15,Cole Anthony,2000,5,294,1313,3153,395,1166,709,840,206,201,114,557,683,9.5,0.416,0.339,0.844,25.1,12.7,4.4,3.9,3899,7695,1333,1187,24, Portland, Oregon,Point Guard,UNC,Orlando Magic,39,no,male,Alive,6-2,188,83,185
May,15,Gene Banks,1959,6,468,2134,3961,2,46,1035,1418,1009,436,101,835,1289,31.2,0.539,0.043,0.73,27.9,11.3,5.8,2.9,5305,13074,2718,1335,65, Philadelphia, Pennsylvania,Small Forward,Duke,San Antonio Spurs,,no,male,Alive,6-7,201,97,215
May,15,Gene Banks,1959,6,468,2134,3961,2,46,1035,1418,1009,436,101,835,1289,31.2,0.539,0.043,0.73,27.9,11.3,5.8,2.9,5305,13074,2718,1335,65, Philadelphia, Pennsylvania,Power Forward,Duke,San Antonio Spurs,,no,male,Alive,6-7,201,97,215
May,15,Torraye Braggs,1976,2,22,19,40,0,0,8,12,25,4,2,15,33,0.3,0.475,,0.667,8.1,2.1,2.3,0.3,46,178,51,7,48, Fresno, California,Power Forward,Xavier,Houston Rockets,,no,male,Alive,6-8,203,111,245
May,15,Greg Bunch,1956,1,12,9,26,,,10,12,9,3,3,5,10,0.1,0.346,,0.833,8.1,2.3,1.4,0.3,28,97,17,4,68, San Bernardino, California,Small Forward,Cal State Fullerton,New York Knicks,,no,male,Alive,6-6,198,86,190
May,15,John Clawson,1944,1,70,147,309,0,0,37,54,71,,,73,187,1.3,0.476,,0.685,15.2,4.7,2.8,0.7,331,1067,195,51,74, Duluth, Minnesota,Small Forward,Michigan,Oakland Oaks,,no,male,Dead,6-4,193,90,200
May,15,Tristan Da Silva,2001,1,42,139,335,52,166,37,44,54,19,8,39,65,1.6,0.415,0.313,0.841,26.2,8.7,4.1,1.8,444,1357,204,92,23, Munich, Germany,Small Forward,Colorado,Orlando Magic,23,no,male,Alive,6-8,203,98,217
May,15,Joe Fabel,1917,1,30,25,96,,,13,26,,,,,64,-0.2,0.26,,0.5,,2.1,,0.1,2.1,,,0.1,49, Cleveland, Ohio,Forward,Pitt,Pittsburgh Ironmen,,no,male,Dead,6-1,185,86,190
May,15,Joe Fabel,1917,1,30,25,96,,,13,26,,,,,64,-0.2,0.26,,0.5,,2.1,,0.1,2.1,,,0.1,49, Cleveland, Ohio,Guard,Pitt,Pittsburgh Ironmen,,no,male,Dead,6-1,185,86,190
May,15,Hiram Fuller,1981,1,4,3,8,0,0,2,6,4,0,1,4,5,-0.1,0.375,,0.333,10.8,2,2.8,0.5,8,43,11,2,43, East St. Louis, Missouri,Power Forward,Fresno State,Atlanta Hawks,,no,male,Alive,6-9,206,108,240
May,15,Ersan Ilyasova,1987,13,825,3123,7047,883,2409,1235,1590,1397,560,293,791,1994,48.8,0.443,0.367,0.777,23,10.1,5.6,1.1,8364,18957,4661,908,37, Eskisehir, Turkey,Power Forward,,Milwaukee Bucks,59,no,male,Alive,6-9,206,106,235
May,15,Antonio Lang,1972,6,143,121,266,0,8,87,121,80,55,46,89,207,1.7,0.455,0,0.719,9.8,2.3,1.5,0.3,329,1395,210,50,52, Mobile, Alabama,Small Forward,Duke,Cleveland Cavaliers,14,no,male,Alive,6-8,203,92,205
May,15,Antonio Lang,1972,6,143,121,266,0,8,87,121,80,55,46,89,207,1.7,0.455,0,0.719,9.8,2.3,1.5,0.3,329,1395,210,50,52, Mobile, Alabama,Power Forward,Duke,Cleveland Cavaliers,14,no,male,Alive,6-8,203,92,205
May,15,Sam Merrill,1996,5,138,286,724,237,625,53,58,45,51,12,47,160,4.7,0.395,0.379,0.914,15,6.2,1.7,1.4,971,2365,264,212,28, Salt Lake City, Utah,Shooting Guard,Utah State University,Cleveland Cavaliers,2,yes,male,Alive,6-4,193,92,205
May,15,Don Nelson,1940,14,1053,4017,8373,,,2864,3744,273,65,35,,2451,74.6,0.48,,0.765,20.6,10.3,4.9,1.4,10898,21685,5192,1526,84, Muskegon, Michigan,Small Forward,Iowa,Boston Celtics,,yes,male,Alive,6-6,198,95,210
May,15,Don Nelson,1940,14,1053,4017,8373,,,2864,3744,273,65,35,,2451,74.6,0.48,,0.765,20.6,10.3,4.9,1.4,10898,21685,5192,1526,84, Muskegon, Michigan,Power Forward,Iowa,Boston Celtics,,yes,male,Alive,6-6,198,95,210
May,15,Jamal Sampson,1983,5,72,53,108,0,1,36,67,80,9,32,33,91,1.4,0.491,0,0.537,8.8,2,3.4,0.4,142,631,242,26,41, Inglewood, California,Power Forward,California,Denver Nuggets,15,no,male,Alive,6-11,211,106,235
May,15,Jamal Sampson,1983,5,72,53,108,0,1,36,67,80,9,32,33,91,1.4,0.491,0,0.537,8.8,2,3.4,0.4,142,631,242,26,41, Inglewood, California,Center,California,Denver Nuggets,15,no,male,Alive,6-11,211,106,235
May,15,Keith Tower,1970,4,53,39,91,0,1,20,36,25,6,12,19,69,0,0.429,0,0.556,7.8,1.8,1.3,0.1,98,416,69,7,54, Libby, Montana,Center,Notre Dame,Orlando Magic,,no,male,Alive,6-11,211,113,250
May,15,Virgil Vaughn,1918,1,17,15,78,,,15,28,,,,,18,-0.3,0.192,,0.536,,2.6,,0.6,2.6,,,0.6,88, Webster County, Kentucky,Forward,Western Kentucky,Boston Celtics,,no,male,Dead,6-4,193,92,205
May,15,Virgil Vaughn,1918,1,17,15,78,,,15,28,,,,,18,-0.3,0.192,,0.536,,2.6,,0.6,2.6,,,0.6,88, Webster County, Kentucky,Center,Western Kentucky,Boston Celtics,,no,male,Dead,6-4,193,92,205
May,15,Freeman Williams,1956,6,323,1959,4198,127,384,693,841,256,247,18,568,533,10,0.467,,0.824,20.5,14.7,1.6,1.6,4738,6606,510,516,65, Los Angeles, California,Shooting Guard,Portland State,San Diego Clippers,,no,male,Dead,6-4,193,86,190
May,15,Nate Wolters,1991,3,84,191,452,18,69,61,96,42,43,17,70,86,0.9,0.423,0.261,0.635,18.8,5.5,2.2,2.5,461,1575,185,209,33, St. Cloud, Minnesota,Point Guard,South Dakota State,Milwaukee Bucks,0,no,male,Alive,6-4,193,86,190
May,15,Endy Miyem,1988,1,20,12,37,2,10,1,1,5,2,2,3,13,0,0.324,0.2,1,5.1,1.4,0.6,0.3,27,101,12,6,36, Reims, France,Forward,,Minnesota Lynx,0,no,female,Alive,6-3,190,92,204
May,15,Jennifer Rizzotti,1974,5,148,151,412,95,288,61,88,19,95,8,163,164,4.1,0.367,0.33,0.693,16,3.1,1.4,1.8,458,2375,205,264,50, White Plains, New York,Guard,UConn,Cleveland Rockers,0,yes,female,Alive,5-6,168,66,146
May,16,Charles Bradley,1959,3,110,127,305,0,4,93,159,42,46,34,87,151,0.3,0.416,0,0.585,8.3,3.2,1.1,0.5,347,910,119,55,65, Havre De Grace, Maryland,Shooting Guard,Wyoming,Boston Celtics,,no,male,Alive,6-5,196,97,215
May,16,Terence Davis,1997,4,227,661,1523,330,901,166,201,101,151,51,225,395,5.4,0.434,0.366,0.826,16.1,8,2.7,1.3,1818,3660,624,305,27, Southaven, Mississippi,Shooting Guard,Ole Miss,Sacramento Kings,56,no,male,Alive,6-4,193,91,201
May,16,Quincy Douby,1984,3,143,222,571,68,218,76,86,34,50,21,87,128,0,0.389,0.312,0.884,10.7,4.1,1.1,0.7,588,1535,152,93,40, Brooklyn, New York,Point Guard,Rutgers University,Sacramento Kings,5,no,male,Alive,6-3,190,79,175
May,16,Ed Gayda,1927,1,15,19,46,,,18,24,,,,,34,0.6,0.413,,0.75,,3.7,2.6,0.9,3.7,,2.6,0.9,94,,,Guard,Washington State,Tri-Cities Blackhawks,,no,male,Dead,6-4,193,95,210
May,16,Ed Gayda,1927,1,15,19,46,,,18,24,,,,,34,0.6,0.413,,0.75,,3.7,2.6,0.9,3.7,,2.6,0.9,94,,,Forward,Washington State,Tri-Cities Blackhawks,,no,male,Dead,6-4,193,95,210
May,16,Essie Hollis,1955,1,25,30,75,,,9,12,21,11,1,14,28,0.1,0.4,,0.75,6.2,2.8,1.8,0.2,69,154,45,6,69, Erie, Pennsylvania,Small Forward,St. Bonaventure,Detroit Pistons,,no,male,Alive,6-6,198,88,195
May,16,Arnie Johnson,1920,5,332,808,1934,,,1272,1741,,,,,1338,39.3,0.418,,0.731,30.5,8.7,6.2,2.2,2888,4142,1272,731,80, Gonvick, Minnesota,Small Forward,Bemidji State University,Rochester Royals,,yes,male,Dead,6-5,196,107,236
May,16,Carl Kilpatrick,1956,1,2,1,2,0,0,1,2,1,0,0,0,1,0,0.5,,0.5,3,1.5,2,0,3,6,4,0,68, Bastrop, Louisiana,Center,Louisiana-Monroe,Utah Jazz,,no,male,Alive,6-10,208,104,230
May,16,Ognjen Kuzmic,1990,2,37,13,25,0,0,9,15,17,5,5,15,30,0.2,0.52,,0.6,4.4,0.9,1,0.2,35,164,38,8,34, Doboj, Bosnia and Herzegovina,Center,,Golden State Warriors,,yes,male,Alive,7-1,216,113,251
May,16,Karim Mane,2000,1,10,3,13,1,2,4,5,1,0,2,3,10,-0.1,0.231,0.5,0.8,8.8,1.1,1.4,0.4,11,88,14,4,24, Dakar, Senegal,Point Guard,Vanier College,Orlando Magic,0,no,male,Alive,6-3,190,86,190
May,16,Willie Reed,1990,3,152,319,539,2,6,111,198,213,33,99,66,240,6.3,0.592,0.333,0.561,12.4,4.9,3.8,0.3,751,1885,575,46,34, Kansas City, Missouri,Center,Saint Louis,Detroit Pistons,112,no,male,Alive,6-10,208,99,220
May,16,John Salley,1964,11,748,1871,3697,3,14,1483,2076,1226,451,983,949,2399,41.5,0.506,0.214,0.714,22.1,7,4.5,1.2,5228,16524,3356,916,60, Brooklyn, New York,Power Forward,Georgia Tech,Detroit Pistons,,yes,male,Alive,6-11,211,104,230
May,16,John Salley,1964,11,748,1871,3697,3,14,1483,2076,1226,451,983,949,2399,41.5,0.506,0.214,0.714,22.1,7,4.5,1.2,5228,16524,3356,916,60, Brooklyn, New York,Center,Georgia Tech,Detroit Pistons,,yes,male,Alive,6-11,211,104,230
May,16,Katie Benzan,1998,1,3,5,9,5,7,3,4,1,0,1,2,7,0.2,0.556,0.714,0.75,9,6,0.7,0.3,18,27,2,1,26, Wellesley, Massachusetts,Guard,,Washington Mystics,0,no,female,Alive,5-6,168,58,130
May,16,Kelley Cain,1989,2,28,12,34,0,0,10,15,16,4,8,13,22,0,0.353,,0.667,6.5,1.2,1.5,0.1,34,181,42,3,35, Stone Mountain, Georgia,Center,Tennessee,Connecticut Sun,0,no,female,Alive,6-6,198,99,220
May,16,Shantia Owens,1978,2,33,51,131,0,0,29,54,47,11,26,54,95,-0.3,0.389,,0.537,18.5,4,3,0.6,131,611,99,21,46, Newark, New Jersey,Forward,Kentucky,Charlotte Sting,0,no,female,Alive,6-2,188,79,175
May,17,Jerome Beasley,1980,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0.333,,,2.5,1,0.5,0,2,5,1,0,44, Compton, California,Power Forward,,Miami Heat,,no,male,Alive,6-10,208,107,237
May,17,Winford Boynes,1957,3,177,598,1375,0,4,282,360,135,125,42,284,328,0.9,0.435,,0.783,17.1,8.4,2.1,1.2,1478,3035,363,207,67, Greenville, South Carolina,Shooting Guard,San Francisco,New Jersey Nets,,no,male,Alive,6-6,198,83,185
May,17,Ernest Brown,1979,1,3,1,6,0,0,1,4,1,0,1,3,4,-0.2,0.167,,0.25,7,1,2,0,3,21,6,0,45, Bronx, New York,Center,Indian Hills Community College,Miami Heat,,yes,male,Alive,7-0,213,110,244
May,17,Hubert Davis,1970,12,685,2108,4600,728,1651,639,763,209,297,44,646,1011,27.7,0.458,0.441,0.837,22.1,8.2,1.5,1.7,5583,15143,1045,1172,54, Winston-Salem, North Carolina,Shooting Guard,UNC,Dallas Mavericks,0,no,male,Alive,6-5,196,83,183
May,17,Hubert Davis,1970,12,685,2108,4600,728,1651,639,763,209,297,44,646,1011,27.7,0.458,0.441,0.837,22.1,8.2,1.5,1.7,5583,15143,1045,1172,54, Winston-Salem, North Carolina,Point Guard,UNC,Dallas Mavericks,0,no,male,Alive,6-5,196,83,183
May,17,Terrance Ferguson,1998,4,204,334,827,195,583,61,81,75,92,43,93,476,4.4,0.404,0.334,0.753,19.6,4.5,1.3,0.7,924,4000,263,144,26, Tulsa, Oklahoma,Shooting Guard,,Oklahoma City Thunder,40,no,male,Alive,6-6,198,86,190
May,17,Terrance Ferguson,1998,4,204,334,827,195,583,61,81,75,92,43,93,476,4.4,0.404,0.334,0.753,19.6,4.5,1.3,0.7,924,4000,263,144,26, Tulsa, Oklahoma,Small Forward,,Oklahoma City Thunder,40,no,male,Alive,6-6,198,86,190
May,17,Channing Frye,1983,13,890,2931,6655,1049,2706,875,1064,767,457,540,787,2255,38.9,0.44,0.388,0.822,22.2,8.7,4.5,1,7786,19772,4002,864,41, White Plains, New York,Center,Arizona,Cleveland Cavaliers,200,no,male,Alive,7-0,213,115,255
May,17,Channing Frye,1983,13,890,2931,6655,1049,2706,875,1064,767,457,540,787,2255,38.9,0.44,0.388,0.822,22.2,8.7,4.5,1,7786,19772,4002,864,41, White Plains, New York,Power Forward,Arizona,Cleveland Cavaliers,200,no,male,Alive,7-0,213,115,255
May,17,Patricio Garino,1993,1,5,0,7,0,5,0,0,1,0,0,3,4,-0.2,0,0,,8.6,0,1.4,0,0,43,7,0,31, Buenos Aires, Argentina,Shooting Guard,George Washington,Orlando Magic,,no,male,Alive,6-6,198,95,210
May,17,Bill Herman,1924,1,13,25,65,,,6,11,,,,,13,0.1,0.385,,0.545,,4.3,,1.2,4.3,,,1.2,86, Ohio,,Guard,Mount Union College,,,no,male,Dead,6-3,190,77,170
May,17,Hal Jeter,1945,1,5,1,4,0,0,0,0,1,,,3,8,0,0.25,,,3.8,0.4,0.2,0,2,19,1,0,79,,,Guard,Drake University,Washington Capitols,,no,male,Alive,6-3,190,86,190
May,17,Pickles Kennedy,1938,1,7,4,21,,,4,6,,,,,6,-0.1,0.19,,0.667,7.4,1.7,1.1,1.3,12,52,8,9,68, Philadelphia, Pennsylvania,Guard,Temple,Philadelphia Warriors,,no,male,Dead,5-11,180,81,180
May,17,Jon Koncak,1963,11,784,1444,3073,19,84,613,1027,1064,542,791,624,2474,29.2,0.47,0.226,0.597,20.9,4.5,4.9,1,3520,16409,3856,785,61, Cedar Rapids, Iowa,Center,SMU,Atlanta Hawks,,no,male,Alive,7-0,213,113,250
May,17,Danny Manning,1966,15,883,5026,9835,41,199,2274,3120,1523,1000,752,1853,2895,55.1,0.511,0.206,0.729,27.4,14,5.2,2.3,12367,24202,4615,2063,58, Hattiesburg, Mississippi,Power Forward,Kansas,Phoenix Suns,42,no,male,Alive,6-10,208,104,230
May,17,Todd Mundt,1970,1,33,16,41,0,0,5,8,11,2,5,3,29,0.1,0.39,,0.625,4.6,1.1,0.8,0.1,37,151,28,3,54, Iowa City, Iowa,Center,,Boston Celtics,,no,male,Alive,7-0,213,113,250
May,17,Tony Parker,1982,18,1254,7777,15830,519,1603,3400,4525,441,1053,98,2865,2059,111.3,0.491,0.324,0.751,30.5,15.5,2.7,5.6,19473,38279,3396,7036,42, Bruges, Belgium,Point Guard,,San Antonio Spurs,8,yes,male,Alive,6-2,188,83,185
May,17,Dave Popson,1964,3,41,32,79,0,1,12,16,21,4,6,20,34,-0.1,0.405,0,0.75,4.8,1.9,1.1,0.3,76,196,46,13,60, Kingston, Pennsylvania,Power Forward,UNC,Milwaukee Bucks,,no,male,Alive,6-10,208,99,220
May,17,Pablo Prigioni,1977,4,270,334,786,203,535,75,86,145,268,6,257,429,10.4,0.425,0.379,0.872,16.9,3.5,1.9,2.8,946,4566,505,765,47, Rio Tercero, Argentina,Point Guard,,New York Knicks,0,no,male,Alive,6-3,190,83,185
May,17,Chris Smith,1970,3,224,425,976,59,161,231,324,61,118,56,219,346,3.2,0.435,0.366,0.713,17.7,5.1,1.3,2.8,1140,3956,291,627,54, Bridgeport, Connecticut,Shooting Guard,UConn,Minnesota Timberwolves,,no,male,Alive,6-3,190,86,190
May,17,Chris Smith,1970,3,224,425,976,59,161,231,324,61,118,56,219,346,3.2,0.435,0.366,0.713,17.7,5.1,1.3,2.8,1140,3956,291,627,54, Bridgeport, Connecticut,Point Guard,UConn,Minnesota Timberwolves,,no,male,Alive,6-3,190,86,190
May,17,Nia Clouden,2000,2,33,21,63,13,32,11,19,2,6,1,20,31,0.1,0.333,0.406,0.579,9.2,2,0.8,0.9,66,304,25,30,24, Owings Mills, Maryland,Guard,Michigan State,Los Angeles Sparks,0,no,female,Alive,5-9,175,63,139
May,17,Nicole Levandusky,1979,1,13,7,22,5,17,1,1,5,5,1,5,3,0.2,0.318,0.294,1,5.2,1.5,0.7,0.5,20,67,9,7,45, Palmerton, Pennsylvania,Guard,Xavier,Los Angeles Sparks,0,no,female,Alive,5-8,173,,
May,17,Avery Warley-Talbert,1987,7,113,113,257,0,0,68,97,170,37,37,99,231,1.6,0.44,,0.701,12.5,2.6,3.7,0.2,294,1408,422,19,37, Washington, District of Columbia,Center,Liberty,Las Vegas Aces,0,no,female,Alive,6-3,190,91,202
May,18,Chet Aubuchon,1916,1,30,23,91,,,19,35,,,,,46,1.2,0.253,,0.543,,2.2,,0.7,2.2,,,0.7,88, Gary, Indiana,Guard,Michigan State,Detroit Falcons,,no,male,Dead,5-10,178,62,137
May,18,Lawrence Boston,1956,1,13,24,52,0,0,8,13,19,4,2,8,25,0.2,0.462,,0.615,9.6,4.3,3,0.2,56,125,39,2,68, Cleveland, Ohio,Power Forward,,Washington Bullets,,no,male,Alive,6-8,203,102,225
May,18,Clint Capela,1994,11,652,3434,5556,0,5,1007,1848,2398,442,942,698,1538,69.1,0.618,0,0.545,26.4,12.1,10.6,1,7917,17308,6946,672,30, Geneva, Switzerland,Center,,Atlanta Hawks,1550,no,male,Alive,6-10,208,108,240
May,18,Reggie Evans,1980,13,809,1107,2379,1,11,1074,2036,1984,566,115,897,1895,27.1,0.465,0.091,0.528,19.2,4.1,7.1,0.6,3289,15572,5765,458,44, Pensacola, Florida,Power Forward,Iowa,Seattle SuperSonics,124,no,male,Alive,6-8,203,111,245
May,18,Noble Jorgensen,1925,5,268,801,2226,,,761,1026,,,,,915,13.5,0.36,,0.742,19.7,8.8,4.3,1.2,2363,2673,862,324,57, Columbus, Ohio,Center,Iowa,Syracuse Nationals,,no,male,Dead,6-9,206,103,228
May,18,Ralph Kaplowitz,1919,2,105,217,824,,,158,211,,,,,222,5.2,0.263,,0.749,,5.6,,0.5,5.6,,,0.5,89, New York, New York,Guard,NYU,Philadelphia Warriors,,yes,male,Dead,6-2,188,77,170
May,18,Ralph Kaplowitz,1919,2,105,217,824,,,158,211,,,,,222,5.2,0.263,,0.749,,5.6,,0.5,5.6,,,0.5,89, New York, New York,Forward,NYU,Philadelphia Warriors,,yes,male,Dead,6-2,188,77,170
May,18,Donyell Marshall,1973,15,957,4096,9410,902,2578,1622,2219,1898,790,848,1292,2173,59,0.435,0.35,0.731,26.2,11.2,6.7,1.4,10716,25027,6376,1305,51, Reading, Pennsylvania,Power Forward,UConn,Cleveland Cavaliers,567,no,male,Alive,6-9,206,98,218
May,18,Donyell Marshall,1973,15,957,4096,9410,902,2578,1622,2219,1898,790,848,1292,2173,59,0.435,0.35,0.731,26.2,11.2,6.7,1.4,10716,25027,6376,1305,51, Reading, Pennsylvania,Small Forward,UConn,Cleveland Cavaliers,567,no,male,Alive,6-9,206,98,218
May,18,Ron Mercer,1976,8,432,2490,5803,60,240,852,1054,383,456,113,683,881,9.4,0.429,0.25,0.808,31.1,13.6,3.1,2.1,5892,13418,1342,921,48, Nashville, Tennessee,Shooting Guard,Kentucky,Indiana Pacers,174,no,male,Alive,6-7,201,95,210
May,18,Ron Mercer,1976,8,432,2490,5803,60,240,852,1054,383,456,113,683,881,9.4,0.429,0.25,0.808,31.1,13.6,3.1,2.1,5892,13418,1342,921,48, Nashville, Tennessee,Small Forward,Kentucky,Indiana Pacers,174,no,male,Alive,6-7,201,95,210
May,18,John Morton,1967,3,128,204,528,13,58,188,239,54,92,23,186,165,0.5,0.386,0.224,0.787,14.7,4.8,1.3,2.7,609,1879,161,342,57, Bronx, New York,Small Forward,Seton Hall,Cleveland Cavaliers,,no,male,Alive,6-3,190,81,180
May,18,John Morton,1967,3,128,204,528,13,58,188,239,54,92,23,186,165,0.5,0.386,0.224,0.787,14.7,4.8,1.3,2.7,609,1879,161,342,57, Bronx, New York,Shooting Guard,Seton Hall,Cleveland Cavaliers,,no,male,Alive,6-3,190,81,180
May,18,Jerry Nagel,1928,1,14,6,28,,,1,4,,,,,11,-0.1,0.214,,0.25,,0.9,,1.3,0.9,,,1.3,70, Chicago, Illinois,Guard,Loyola Chicago,Fort Wayne Pistons,,no,male,Dead,6-0,183,86,190
May,18,Joe Roberts,1936,4,218,500,1312,1,3,254,399,,,,30,485,2.4,0.381,,0.637,15.9,5.8,4.9,0.6,1255,3472,1075,123,86,,,Power Forward,Ohio State,Syracuse Nationals,,no,male,Dead,6-6,198,97,214
May,18,Joe Roberts,1936,4,218,500,1312,1,3,254,399,,,,30,485,2.4,0.381,,0.637,15.9,5.8,4.9,0.6,1255,3472,1075,123,86,,,Small Forward,Ohio State,Syracuse Nationals,,no,male,Dead,6-6,198,97,214
May,18,Jack Stephens,1933,1,72,248,643,,,247,357,,,,,144,4.8,0.386,,0.692,30.8,10.3,5.2,2.9,743,2219,377,207,78,,,Shooting Guard,Notre Dame,St. Louis Hawks,,no,male,Dead,6-3,190,83,185
May,18,Sam Vincent,1963,7,396,1163,2591,16,88,764,885,158,268,60,655,598,10.9,0.449,0.182,0.863,19,7.8,2.1,3.9,3106,7527,819,1543,61, Lansing, Michigan,Point Guard,Michigan State,Orlando Magic,,yes,male,Alive,6-2,188,83,185
May,18,Sam Vincent,1963,7,396,1163,2591,16,88,764,885,158,268,60,655,598,10.9,0.449,0.182,0.863,19,7.8,2.1,3.9,3106,7527,819,1543,61, Lansing, Michigan,Shooting Guard,Michigan State,Orlando Magic,,yes,male,Alive,6-2,188,83,185
May,18,Nina Bjedov,1972,1,27,52,100,8,19,9,18,21,9,22,26,60,1,0.52,0.421,0.5,16,4.5,2.6,0.6,121,431,70,17,52, Belgrade, Serbia,Center,,Los Angeles Sparks,0,no,female,Alive,6-4,193,86,190
May,18,A'dia Mathies,1991,1,30,24,68,4,16,16,25,7,9,2,17,35,0.1,0.353,0.25,0.64,9.2,2.3,0.7,0.8,68,276,20,23,33, Louisville, Kentucky,Guard,Kentucky,Los Angeles Sparks,0,no,female,Alive,5-9,175,,
May,18,Theresa Plaisance,1992,9,218,352,969,172,511,98,125,163,91,102,151,413,3.4,0.363,0.337,0.784,13.2,4.5,3,0.7,974,2877,644,146,32, New Orleans, Louisiana,Forward,LSU,Seattle Storm,0,no,female,Alive,6-5,196,90,200
May,18,Shatori Walker-Kimbrough,1995,8,233,502,1188,163,466,306,345,68,193,73,226,258,9.4,0.423,0.35,0.887,18.9,6.3,1.6,1.3,1473,4415,371,304,29, Aliquippa, Pennsylvania,Guard,Maryland,Connecticut Sun,0,no,female,Alive,5-9,175,63,140
May,19,Mario Chalmers,1986,9,646,1936,4641,755,2153,1116,1407,211,950,103,1202,1756,32.3,0.417,0.351,0.793,26.7,8.9,2.5,3.7,5743,17245,1585,2412,38, Anchorage, Alaska,Point Guard,Kansas,Miami Heat,23,no,male,Alive,6-2,188,86,190
May,19,Richard Dumas,1969,3,102,434,852,3,13,209,301,160,137,47,150,228,4.5,0.509,0.231,0.694,21.8,10.6,3.4,1.1,1080,2226,351,111,55, Tulsa, Oklahoma,Small Forward,Oklahoma State,Philadelphia 76ers,,no,male,Alive,6-7,201,90,200
May,19,Richard Dumas,1969,3,102,434,852,3,13,209,301,160,137,47,150,228,4.5,0.509,0.231,0.694,21.8,10.6,3.4,1.1,1080,2226,351,111,55, Tulsa, Oklahoma,Power Forward,Oklahoma State,Philadelphia 76ers,,no,male,Alive,6-7,201,90,200
May,19,Butch Feher,1954,1,48,86,162,,,76,99,18,11,7,,46,1.5,0.531,,0.768,10.1,5.2,1.5,0.8,248,487,74,36,70, Flint, Michigan,Shooting Guard,Vanderbilt,Phoenix Suns,,no,male,Alive,6-4,193,83,185
